service_name,logistic_name,province_name,city_name,package_finalweight_value,rates_shipment_value,rates_insurance_value,surchargefee,delivery_sla_binary
Swift,Chronos,Jawa Barat,"Bekasi, Kota",1.0,8000.0,0.0,0.0,1
Swift,Chronos,Jawa Tengah,Banyumas,2.0,36000.0,2975.0,0.0,1
Swift,Chronos,Jawa Barat,"Bandung, Kota",1.0,11000.0,1213.0,0.0,1
Classic,Phantom,Sumatera Utara,Deli Serdang,1.0,9000.0,0.0,0.0,1
Classic,Phantom,DI Yogyakarta,Sleman,2.0,18000.0,0.0,0.0,1
Classic,Phantom,Jawa Timur,Surabaya,1.0,6000.0,0.0,0.0,1
Classic,Phantom,Jawa Tengah,Salatiga,1.0,14400.0,2500.0,0.0,1
Classic,Phantom,Jawa Barat,"Bogor, Kab.",6.0,240000.0,6365.0,0.0,1
Classic,Phantom,Jawa Timur,Sidoarjo,1.0,17000.0,0.0,0.0,1
Classic,Phantom,Banten,"Tangerang, Kota",1.0,12000.0,0.0,0.0,1
Classic,Phantom,DKI Jakarta,Jakarta Selatan,1.0,8000.0,2500.0,0.0,1
Classic,Phantom,Jawa Barat,Purwakarta,1.0,10000.0,2500.0,0.0,1
Classic,Phantom,Banten,"Tangerang, Kota",1.0,8000.0,2500.0,0.0,1
Classic,Phantom,Jawa Barat,"Bekasi, Kab.",1.0,8000.0,2500.0,0.0,1
Classic,Phantom,DKI Jakarta,Jakarta Utara,1.0,11000.0,2500.0,0.0,1
Classic,Phantom,Jawa Barat,"Bekasi, Kab.",1.0,8000.0,0.0,0.0,1
Classic,Phantom,Jawa Barat,"Bandung, Kota",1.0,7000.0,0.0,0.0,0
Classic,Phantom,Jawa Timur,Surabaya,1.0,6000.0,0.0,0.0,1
Classic,Phantom,Jawa Barat,Karawang,1.0,8000.0,2500.0,0.0,1
Classic,Phantom,DI Yogyakarta,Yogyakarta,1.0,11000.0,2500.0,0.0,1
Classic,Phantom,Jawa Barat,"Bekasi, Kab.",1.0,8000.0,2500.0,0.0,1
Classic,Phantom,Banten,"Tangerang, Kab.",1.0,8000.0,2500.0,0.0,1
Classic,Phantom,Jawa Barat,"Bekasi, Kota",1.0,12000.0,0.0,0.0,1
Classic,Phantom,Jawa Timur,Surabaya,2.0,12000.0,2500.0,0.0,1
Classic,Phantom,Bali,Buleleng,2.0,92000.0,3115.0,0.0,1
Classic,Phantom,DKI Jakarta,Jakarta Utara,1.0,8000.0,2500.0,0.0,1
Classic,Phantom,Bali,Denpasar,1.0,8000.0,2500.0,0.0,1
Classic,Phantom,Jawa Barat,"Bogor, Kota",1.0,8000.0,2500.0,0.0,0
Classic,Phantom,Jawa Barat,"Bekasi, Kab.",1.0,8000.0,0.0,0.0,1
Classic,Phantom,Jawa Tengah,"Tegal, Kab.",1.0,13000.0,2500.0,0.0,1
Classic,Phantom,DKI Jakarta,Jakarta Selatan,3.0,24000.0,2500.0,0.0,1
Classic,Phantom,Bali,Badung,1.0,21000.0,0.0,0.0,1
Classic,Phantom,Jawa Barat,"Bekasi, Kab.",1.0,8000.0,0.0,0.0,1
Classic,Phantom,Jawa Timur,"Probolinggo, Kota",1.0,8800.0,0.0,0.0,1
Classic,Phantom,Jawa Barat,"Bandung, Kota",2.0,20000.0,0.0,0.0,1
Classic,Phantom,DKI Jakarta,Jakarta Barat,1.0,8000.0,0.0,0.0,1
Classic,Phantom,Jawa Timur,Surabaya,1.0,6000.0,2500.0,0.0,1
Classic,Phantom,Bali,Gianyar,1.0,26400.0,0.0,0.0,1
Classic,Phantom,Jawa Barat,"Bekasi, Kab.",1.0,8000.0,2500.0,0.0,1
Classic,Phantom,Jawa Timur,Surabaya,1.0,18000.0,0.0,0.0,1
Classic,Phantom,Jawa Barat,"Bekasi, Kab.",3.0,24000.0,2500.0,0.0,0
Classic,Phantom,Jawa Barat,"Bandung, Kota",1.0,7000.0,2500.0,0.0,1
Classic,Phantom,Jawa Tengah,"Semarang, Kota",1.0,8000.0,0.0,0.0,1
Classic,Phantom,Jawa Barat,"Bogor, Kab.",1.0,8000.0,2500.0,0.0,1
Classic,Phantom,Jawa Timur,Surabaya,1.0,6000.0,2500.0,0.0,1
Classic,Phantom,DKI Jakarta,Jakarta Utara,1.0,8000.0,0.0,0.0,1
Classic,Phantom,Jawa Timur,"Malang, Kota",1.0,16000.0,0.0,0.0,1
Classic,Phantom,DKI Jakarta,Jakarta Timur,1.0,14000.0,0.0,0.0,0
Classic,Phantom,Jawa Tengah,Cilacap,1.0,7000.0,0.0,0.0,1
Classic,Phantom,DKI Jakarta,Jakarta Pusat,1.0,9000.0,0.0,0.0,1
Classic,Phantom,DI Yogyakarta,Sleman,1.0,9000.0,0.0,0.0,1
Classic,Phantom,Sumatera Utara,Medan,1.0,45000.0,0.0,0.0,0
Classic,Phantom,Jawa Tengah,"Semarang, Kota",1.0,8000.0,2500.0,0.0,1
Classic,Phantom,Jawa Barat,Depok,1.0,8000.0,2500.0,0.0,1
Classic,Phantom,Jawa Barat,"Bandung, Kab.",2.0,14000.0,2500.0,0.0,1
Classic,Phantom,DKI Jakarta,Jakarta Selatan,5.0,80000.0,5098.0,0.0,1
Classic,Phantom,Jawa Barat,"Bandung, Kota",1.0,7000.0,2500.0,0.0,1
Classic,Phantom,Sumatera Utara,Deli Serdang,1.0,9000.0,2500.0,0.0,1
Classic,Phantom,DKI Jakarta,Jakarta Timur,1.0,8000.0,2500.0,0.0,1
Classic,Phantom,Bengkulu,Bengkulu,1.0,25000.0,0.0,0.0,1
Classic,Phantom,Jawa Barat,Bandung Barat,2.0,14000.0,0.0,0.0,1
Classic,Phantom,Jawa Barat,"Bekasi, Kota",1.0,8000.0,0.0,0.0,1
Classic,Phantom,Jawa Barat,Bandung Barat,1.0,8000.0,2500.0,0.0,1
Classic,Phantom,Jawa Barat,"Bogor, Kota",1.0,8000.0,0.0,0.0,1
Classic,Phantom,Bali,Badung,5.0,90000.0,0.0,0.0,1
Classic,Phantom,DKI Jakarta,Jakarta Timur,1.0,8000.0,2500.0,0.0,1
Classic,Phantom,Bali,Badung,1.0,36000.0,0.0,0.0,0
Classic,Phantom,Kalimantan Timur,Balikpapan,1.0,8800.0,2500.0,0.0,1
Classic,Phantom,Jawa Barat,"Bekasi, Kab.",1.0,8000.0,0.0,0.0,1
Classic,Phantom,DKI Jakarta,Jakarta Timur,1.0,8000.0,2500.0,0.0,1
Classic,Phantom,Banten,Tangerang Selatan,1.0,16800.0,0.0,0.0,1
Classic,Phantom,Jawa Timur,Sidoarjo,1.0,7000.0,2500.0,0.0,1
Classic,Phantom,Sumatera Utara,Medan,1.0,55000.0,0.0,0.0,1
Classic,Phantom,Jawa Timur,Sidoarjo,1.0,7000.0,0.0,0.0,1
Classic,Phantom,Jawa Timur,Sidoarjo,1.0,7000.0,0.0,0.0,1
Classic,Phantom,Jawa Tengah,"Semarang, Kota",1.0,28400.0,0.0,0.0,0
Classic,Phantom,Sulawesi Selatan,Makassar,1.0,33000.0,0.0,0.0,1
Classic,Phantom,DKI Jakarta,Jakarta Barat,3.0,24000.0,0.0,0.0,1
Classic,Phantom,Jawa Barat,Depok,1.0,11600.0,0.0,0.0,1
Classic,Phantom,Jawa Barat,"Bandung, Kota",1.0,20000.0,0.0,0.0,1
Classic,Phantom,Bali,Badung,1.0,9000.0,0.0,0.0,1
Classic,Phantom,Jawa Barat,"Bogor, Kota",1.0,8000.0,2500.0,0.0,0
Classic,Phantom,DKI Jakarta,Jakarta Timur,1.0,8000.0,2500.0,0.0,1
Classic,Phantom,Jawa Barat,"Bogor, Kota",3.0,72000.0,0.0,0.0,1
Classic,Phantom,Jawa Barat,"Bekasi, Kota",1.0,8000.0,0.0,0.0,1
Classic,Phantom,DI Yogyakarta,Sleman,1.0,14000.0,2500.0,0.0,1
Classic,Phantom,Banten,"Tangerang, Kota",1.0,8000.0,0.0,0.0,1
Classic,Phantom,Jawa Barat,"Bogor, Kab.",2.0,32000.0,2500.0,0.0,1
Classic,Phantom,Banten,Tangerang Selatan,1.0,8000.0,2500.0,0.0,1
Classic,Phantom,Jawa Barat,"Bekasi, Kab.",1.0,8000.0,2500.0,0.0,1
Classic,Phantom,Jawa Barat,"Bandung, Kota",1.0,18000.0,0.0,0.0,0
Classic,Phantom,DI Yogyakarta,Sleman,1.0,9000.0,0.0,0.0,1
Classic,Phantom,DKI Jakarta,Jakarta Timur,1.0,8000.0,0.0,0.0,1
Classic,Phantom,Banten,Tangerang Selatan,1.0,8000.0,0.0,0.0,1
Classic,Phantom,Jawa Barat,Pangandaran,2.0,34000.0,0.0,0.0,1
Classic,Phantom,Jawa Tengah,Banyumas,2.0,31600.0,0.0,0.0,1
Classic,Phantom,Bali,Badung,1.0,21000.0,2500.0,0.0,1
Classic,Phantom,DKI Jakarta,Jakarta Timur,4.0,32000.0,2500.0,0.0,1
Classic,Phantom,Sulawesi Selatan,Makassar,1.0,42000.0,0.0,0.0,1
Classic,Phantom,Jawa Timur,"Kediri, Kab.",1.0,22200.0,0.0,0.0,1
Classic,Phantom,DI Yogyakarta,Yogyakarta,1.0,15400.0,0.0,0.0,1
Classic,Phantom,Jawa Timur,Surabaya,1.0,6000.0,2500.0,0.0,1
Classic,Phantom,Jawa Barat,"Bandung, Kab.",1.0,11000.0,2500.0,0.0,1
Flash,Nimbus,Banten,"Tangerang, Kota",3.0,25000.0,0.0,0.0,0
Flash,Nimbus,Bali,Badung,1.0,11500.0,0.0,0.0,1
Flash,Nimbus,Jawa Timur,"Kediri, Kota",4.0,18500.0,0.0,0.0,1
Flash,Nimbus,DKI Jakarta,Jakarta Utara,1.0,29500.0,0.0,0.0,0
Flash,Nimbus,DKI Jakarta,Jakarta Utara,2.0,17500.0,0.0,0.0,0
Flash,Nimbus,DKI Jakarta,Jakarta Barat,9.0,17500.0,0.0,0.0,1
Flash,Nimbus,DKI Jakarta,Jakarta Barat,8.0,17500.0,0.0,0.0,0
Flash,Nimbus,Banten,"Tangerang, Kab.",2.0,17500.0,0.0,0.0,1
Flash,Nimbus,Jawa Barat,Depok,8.0,17500.0,0.0,0.0,1
QuickCar,Nimbus,Jawa Timur,Surabaya,11.0,29000.0,0.0,0.0,0
Flash,Nimbus,Sumatera Utara,Medan,2.0,17500.0,0.0,0.0,1
Flash,Nimbus,Jawa Barat,"Bekasi, Kota",2.0,17500.0,0.0,0.0,1
Flash,Nimbus,Jawa Barat,Purwakarta,2.0,18500.0,0.0,0.0,1
QuickCar,Nimbus,Jawa Barat,"Bogor, Kab.",9.0,39000.0,0.0,0.0,0
QuickCar,Nimbus,Banten,"Tangerang, Kota",72.0,61000.0,0.0,0.0,1
Flash,Nimbus,Jawa Barat,"Bogor, Kota",1.0,17500.0,0.0,0.0,1
Flash,Nimbus,Jawa Barat,"Bogor, Kota",4.0,43500.0,0.0,0.0,1
Flash,Nimbus,Jawa Barat,Depok,1.0,17500.0,0.0,0.0,1
Urgent,Nimbus,DKI Jakarta,Jakarta Selatan,5.0,35000.0,0.0,0.0,1
Flash,Nimbus,Jawa Tengah,Cilacap,4.0,18000.0,0.0,0.0,1
Flash,Nimbus,DKI Jakarta,Jakarta Selatan,6.0,17500.0,0.0,0.0,0
Flash,Nimbus,DKI Jakarta,Jakarta Timur,1.0,17500.0,0.0,0.0,1
QuickCar,Nimbus,Sulawesi Selatan,Makassar,24.0,43000.0,0.0,0.0,1
Flash,Nimbus,Jawa Barat,"Bekasi, Kota",19.0,51000.0,0.0,0.0,1
Flash,Nimbus,Jawa Barat,"Bandung, Kota",10.0,18000.0,0.0,0.0,1
Flash,Nimbus,DKI Jakarta,Jakarta Selatan,4.0,17500.0,0.0,0.0,1
Flash,Nimbus,Banten,Tangerang Selatan,1.0,17500.0,0.0,0.0,1
Flash,Nimbus,DKI Jakarta,Jakarta Utara,8.0,20500.0,0.0,0.0,1
Flash,Nimbus,Jawa Barat,"Bekasi, Kab.",1.0,20000.0,0.0,0.0,1
Flash,Nimbus,Sumatera Utara,Deli Serdang,16.0,30000.0,0.0,0.0,1
Flash,Nimbus,Bali,Denpasar,1.0,25500.0,0.0,0.0,1
QuickCar,Nimbus,DKI Jakarta,Jakarta Selatan,15.0,99000.0,0.0,0.0,1
Flash,Nimbus,DKI Jakarta,Jakarta Utara,4.0,17500.0,0.0,0.0,1
QuickCar,Nimbus,Bali,Badung,6.0,105500.0,0.0,0.0,1
Flash,Nimbus,Jawa Barat,"Bogor, Kab.",0.2000000029802322,17500.0,0.0,0.0,1
QuickCar,Nimbus,Kalimantan Timur,Samarinda,7.0,47500.0,0.0,0.0,1
Flash,Nimbus,DKI Jakarta,Jakarta Selatan,1.0,17500.0,0.0,0.0,1
QuickCar,Nimbus,Jawa Timur,Surabaya,17.0,40000.0,0.0,0.0,1
Flash,Nimbus,Jawa Barat,Depok,0.209999993443489,21000.0,0.0,0.0,1
QuickCar,Nimbus,DKI Jakarta,Jakarta Pusat,31.0,68500.0,0.0,0.0,1
QuickCar,Nimbus,Jawa Barat,"Bandung, Kota",22.0,33500.0,0.0,0.0,1
Flash,Nimbus,DKI Jakarta,Jakarta Selatan,1.0,17500.0,0.0,0.0,1
Flash,Nimbus,DKI Jakarta,Jakarta Selatan,8.0,43500.0,0.0,0.0,1
QuickCar,Nimbus,DKI Jakarta,Jakarta Barat,28.0,70500.0,0.0,0.0,1
Flash,Nimbus,Banten,Tangerang Selatan,3.0,17500.0,0.0,0.0,1
Flash,Nimbus,Jawa Timur,Batu,14.0,70500.0,0.0,0.0,1
Flash,Nimbus,DKI Jakarta,Jakarta Pusat,0.2039999961853027,38500.0,0.0,0.0,1
Flash,Nimbus,Bali,Badung,8.0,20500.0,0.0,0.0,1
Flash,Nimbus,Banten,Tangerang Selatan,9.0,48500.0,0.0,0.0,1
QuickCar,Nimbus,Jawa Barat,"Bekasi, Kota",78.0,81500.0,0.0,0.0,1
Flash,Nimbus,DKI Jakarta,Jakarta Selatan,6.0,17500.0,0.0,0.0,1
Flash,Nimbus,DKI Jakarta,Jakarta Selatan,2.0,17500.0,0.0,0.0,1
QuickCar,Nimbus,DKI Jakarta,Jakarta Utara,5.0,49000.0,0.0,0.0,1
Flash,Nimbus,Banten,"Tangerang, Kab.",2.0,17500.0,0.0,0.0,1
Flash,Nimbus,Jawa Barat,Depok,8.0,17500.0,0.0,0.0,1
QuickCar,Nimbus,Bali,Denpasar,12.0,124000.0,0.0,0.0,1
Flash,Nimbus,DKI Jakarta,Jakarta Selatan,0.0799999982118606,17500.0,0.0,0.0,1
Flash,Nimbus,Jawa Timur,"Malang, Kota",3.0,15500.0,0.0,0.0,1
Flash,Nimbus,Jawa Timur,Gresik,5.0,24500.0,0.0,0.0,1
Flash,Nimbus,Jawa Barat,"Bekasi, Kab.",6.0,17500.0,0.0,0.0,1
QuickCar,Nimbus,Jawa Barat,Depok,5.0,58500.0,0.0,0.0,1
QuickCar,Nimbus,Jawa Tengah,Banyumas,22.0,45000.0,0.0,0.0,1
Flash,Nimbus,Banten,"Tangerang, Kota",6.0,60500.0,0.0,0.0,1
Flash,Nimbus,DI Yogyakarta,Yogyakarta,9.0,16000.0,0.0,0.0,1
Flash,Nimbus,Riau,Pekanbaru,6.0,17000.0,0.0,0.0,1
Flash,Nimbus,DKI Jakarta,Jakarta Barat,2.0,17500.0,0.0,0.0,1
QuickCar,Nimbus,Jawa Barat,"Bandung, Kota",7.0,60000.0,0.0,0.0,1
QuickCar,Nimbus,Banten,Tangerang Selatan,2.0,56500.0,0.0,0.0,1
Flash,Nimbus,Jawa Barat,"Bandung, Kab.",1.0,20000.0,0.0,0.0,1
QuickCar,Nimbus,Jawa Tengah,"Magelang, Kota",30.0,28000.0,0.0,0.0,1
Flash,Nimbus,Jawa Timur,Surabaya,2.0,24500.0,0.0,0.0,1
Flash,Nimbus,Banten,Tangerang Selatan,3.0,16000.0,0.0,0.0,1
Flash,Nimbus,DKI Jakarta,Jakarta Selatan,3.0,17500.0,0.0,0.0,0
Flash,Nimbus,Jawa Timur,Surabaya,2.0,18000.0,0.0,0.0,1
Flash,Nimbus,Sulawesi Selatan,Makassar,3.0,18500.0,0.0,0.0,1
Flash,Nimbus,Kalimantan Selatan,Banjarmasin,1.0,20000.0,0.0,0.0,1
QuickCar,Nimbus,Banten,Tangerang Selatan,39.0,33500.0,0.0,0.0,1
Flash,Nimbus,Jawa Timur,Surabaya,6.0,18500.0,0.0,0.0,1
QuickCar,Nimbus,Jawa Barat,"Bandung, Kota",28.0,43000.0,0.0,0.0,1
Flash,Nimbus,Banten,Tangerang Selatan,6.0,17500.0,0.0,0.0,1
Flash,Nimbus,Jawa Barat,Garut,3.0,19500.0,0.0,0.0,1
Urgent,Nimbus,Jawa Barat,"Bekasi, Kab.",1.0,35000.0,0.0,0.0,1
Flash,Nimbus,DKI Jakarta,Jakarta Selatan,4.0,17500.0,0.0,0.0,1
QuickCar,Nimbus,Kalimantan Timur,Samarinda,52.0,31500.0,0.0,0.0,1
Flash,Nimbus,Banten,Tangerang Selatan,3.0,53000.0,0.0,0.0,1
QuickCar,Nimbus,Riau,Pekanbaru,4.0,45000.0,0.0,0.0,0
Flash,Nimbus,Kalimantan Selatan,Banjarmasin,1.0,13000.0,0.0,0.0,0
Flash,Nimbus,Jawa Timur,Surabaya,1.0,23500.0,0.0,0.0,1
Flash,Nimbus,Jawa Timur,Surabaya,2.0,15000.0,0.0,0.0,1
Flash,Nimbus,DKI Jakarta,Jakarta Utara,18.0,17500.0,0.0,0.0,0
Flash,Nimbus,Banten,"Tangerang, Kota",7.0,18000.0,0.0,0.0,1
Flash,Nimbus,Jawa Barat,Depok,6.0,17500.0,0.0,0.0,1
Flash,Nimbus,DKI Jakarta,Jakarta Pusat,2.0,17500.0,0.0,0.0,1
Flash,Nimbus,Jawa Tengah,Kudus,6.0,13500.0,0.0,0.0,1
Flash,Nimbus,Bali,Badung,3.0,13000.0,0.0,0.0,1
Flash,Nimbus,DKI Jakarta,Jakarta Pusat,1.0,50500.0,0.0,0.0,1
Flash,Nimbus,Jawa Barat,"Bandung, Kota",16.0,13000.0,0.0,0.0,0
QuickCar,Nimbus,DI Yogyakarta,Yogyakarta,9.0,26500.0,0.0,0.0,1
QuickCar,Nimbus,Bali,Badung,30.0,136000.0,0.0,0.0,1
QuickCar,Nimbus,Jawa Barat,"Bogor, Kab.",34.0,58500.0,0.0,0.0,1
Urgent,Vortex,Jawa Barat,"Bogor, Kab.",1.0,18500.0,0.0,0.0,1
Flash,Vortex,DKI Jakarta,Jakarta Utara,12.0,59000.0,0.0,0.0,1
Flash,Vortex,Kalimantan Selatan,Banjarmasin,1.0,11500.0,0.0,0.0,1
Flash,Vortex,Jawa Timur,"Malang, Kota",2.0,11500.0,0.0,0.0,1
Flash,Vortex,Sulawesi Utara,Bitung,1.0,20000.0,0.0,0.0,1
Flash,Vortex,DKI Jakarta,Jakarta Timur,0.1500000059604644,22000.0,0.0,0.0,1
Flash,Vortex,DKI Jakarta,Jakarta Utara,6.0,20000.0,0.0,0.0,1
Flash,Vortex,Sumatera Utara,Medan,5.0,34500.0,0.0,0.0,1
Urgent,Vortex,Banten,Tangerang Selatan,2.0,18500.0,0.0,0.0,1
Flash,Vortex,Jawa Tengah,Sukoharjo,5.0,33500.0,0.0,0.0,1
Flash,Vortex,Bali,Badung,4.0,60000.0,0.0,0.0,1
Flash,Vortex,Sumatera Utara,Medan,5.0,17500.0,0.0,0.0,1
Flash,Vortex,Jawa Timur,Surabaya,1.0,11500.0,0.0,0.0,1
Flash,Vortex,Jawa Barat,Depok,9.0,30000.0,0.0,0.0,1
Flash,Vortex,Jawa Barat,Ciamis,10.0,38000.0,0.0,0.0,1
Flash,Vortex,Jawa Barat,"Bekasi, Kota",3.0,43000.0,0.0,0.0,1
Urgent,Vortex,Banten,Tangerang Selatan,1.0,46000.0,0.0,0.0,0
Flash,Vortex,DKI Jakarta,Jakarta Selatan,1.0,17500.0,0.0,0.0,1
Flash,Vortex,Sumatera Utara,Medan,2.0,21000.0,0.0,0.0,1
Flash,Vortex,DKI Jakarta,Jakarta Selatan,2.0,18500.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Barat,1.0,18500.0,0.0,0.0,1
Flash,Vortex,Jawa Barat,Depok,10.0,22000.0,0.0,0.0,1
Flash,Vortex,DKI Jakarta,Jakarta Utara,2.0,23000.0,0.0,0.0,1
Flash,Vortex,DKI Jakarta,Jakarta Selatan,1.0,24500.0,0.0,0.0,1
Urgent,Vortex,Banten,"Tangerang, Kota",2.0,28000.0,0.0,0.0,1
Flash,Vortex,Sumatera Utara,Medan,2.0,11500.0,0.0,0.0,1
Flash,Vortex,Jawa Timur,Surabaya,3.0,11500.0,0.0,0.0,1
Flash,Vortex,Jawa Barat,"Bandung, Kota",0.0633333325386047,11500.0,0.0,0.0,1
Flash,Vortex,Jawa Barat,"Bandung, Kota",0.0839999988675117,11500.0,0.0,0.0,1
Flash,Vortex,Jawa Barat,"Bandung, Kota",1.0,52000.0,0.0,0.0,1
Flash,Vortex,Jawa Barat,"Bandung, Kab.",0.0900000035762786,39500.0,0.0,0.0,1
Flash,Vortex,Jawa Barat,"Bandung, Kota",8.0,11500.0,0.0,0.0,1
Flash,Vortex,Sumatera Utara,Medan,1.0,11500.0,0.0,0.0,1
Flash,Vortex,Sumatera Barat,Padang,1.0,11500.0,0.0,0.0,1
Flash,Vortex,Jawa Barat,"Bandung, Kota",3.0,48500.0,0.0,0.0,0
Flash,Vortex,Sumatera Utara,Medan,11.0,11500.0,0.0,0.0,1
Flash,Vortex,DKI Jakarta,Jakarta Selatan,3.0,17500.0,0.0,0.0,0
Flash,Vortex,Jawa Barat,"Bandung, Kab.",1.0,11500.0,0.0,0.0,1
Flash,Vortex,DKI Jakarta,Jakarta Timur,4.0,29000.0,0.0,0.0,1
Flash,Vortex,Jawa Timur,Surabaya,7.0,30000.0,0.0,0.0,1
Flash,Vortex,Sulawesi Utara,Bitung,1.0,20000.0,0.0,0.0,1
Flash,Vortex,Jawa Tengah,Surakarta (Solo),8.0,11500.0,0.0,0.0,1
Flash,Vortex,Jawa Barat,"Bogor, Kab.",1.0,23000.0,0.0,0.0,1
Flash,Vortex,DKI Jakarta,Jakarta Timur,1.0,28000.0,0.0,0.0,1
Flash,Vortex,DKI Jakarta,Jakarta Selatan,0.2899999916553497,17500.0,0.0,0.0,1
Flash,Vortex,DKI Jakarta,Jakarta Barat,2.0,17500.0,0.0,0.0,1
Flash,Vortex,DKI Jakarta,Jakarta Pusat,1.0,17500.0,0.0,0.0,1
Flash,Vortex,Jawa Barat,Bandung Barat,1.0,13000.0,0.0,0.0,1
Flash,Vortex,Jawa Timur,"Malang, Kota",2.0,24500.0,0.0,0.0,1
Flash,Vortex,DKI Jakarta,Jakarta Selatan,1.0,17500.0,0.0,0.0,1
Flash,Vortex,Sulawesi Selatan,Makassar,1.0,10500.0,0.0,0.0,1
Flash,Vortex,Jawa Barat,"Bandung, Kota",3.0,20000.0,0.0,0.0,1
Flash,Vortex,DKI Jakarta,Jakarta Selatan,3.0,17500.0,0.0,0.0,1
Flash,Vortex,Kalimantan Timur,Balikpapan,3.0,11500.0,0.0,0.0,1
Flash,Vortex,Sulawesi Selatan,Makassar,1.0,10500.0,0.0,0.0,1
Flash,Vortex,Bali,Badung,4.0,11500.0,0.0,0.0,1
Flash,Vortex,Jawa Timur,Sidoarjo,11.0,44000.0,0.0,0.0,1
Flash,Vortex,Jawa Timur,"Mojokerto, Kab.",4.0,11500.0,0.0,0.0,1
Flash,Vortex,Jawa Timur,Surabaya,2.0,11500.0,0.0,0.0,1
Flash,Vortex,Jawa Barat,"Bogor, Kota",1.0,17500.0,0.0,0.0,1
Flash,Vortex,Jawa Timur,Surabaya,6.0,11500.0,0.0,0.0,0
Flash,Vortex,Jawa Barat,Depok,1.0,21000.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Selatan,2.0,18500.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Barat,1.0,25500.0,0.0,0.0,1
Flash,Vortex,Banten,Tangerang Selatan,6.0,46000.0,0.0,0.0,1
Flash,Vortex,Jawa Timur,Surabaya,2.0,11500.0,0.0,0.0,1
Flash,Vortex,Sulawesi Selatan,Makassar,3.0,10500.0,0.0,0.0,1
Flash,Vortex,Banten,Tangerang Selatan,3.0,23000.0,0.0,0.0,1
Flash,Vortex,Sumatera Barat,Padang,1.0,11500.0,0.0,0.0,1
Flash,Vortex,Jawa Tengah,"Semarang, Kota",4.0,36000.0,0.0,0.0,1
Flash,Vortex,Sulawesi Utara,Manado,2.0,13000.0,0.0,0.0,1
Flash,Vortex,DKI Jakarta,Jakarta Utara,3.0,36000.0,0.0,0.0,1
Flash,Vortex,Jawa Timur,Surabaya,2.0,11500.0,0.0,0.0,1
Flash,Vortex,Sulawesi Selatan,Makassar,1.0,24500.0,0.0,0.0,1
Flash,Vortex,Jawa Timur,Surabaya,10.0,11500.0,0.0,0.0,1
Flash,Vortex,Jawa Barat,Depok,4.0,25500.0,0.0,0.0,1
Flash,Vortex,DKI Jakarta,Jakarta Barat,1.0,22000.0,0.0,0.0,1
Flash,Vortex,Jawa Barat,"Bogor, Kab.",0.270000010728836,17500.0,0.0,0.0,1
Flash,Vortex,DKI Jakarta,Jakarta Timur,1.0,20000.0,0.0,0.0,1
Flash,Vortex,Banten,"Tangerang, Kab.",4.0,32500.0,0.0,0.0,1
Flash,Vortex,Jambi,Jambi,1.0,11500.0,0.0,0.0,1
Flash,Vortex,Sulawesi Selatan,Makassar,4.0,17500.0,0.0,0.0,1
Flash,Vortex,Jawa Barat,"Bandung, Kab.",8.0,22000.0,0.0,0.0,0
Flash,Vortex,Jawa Barat,"Bandung, Kota",0.1500000059604644,11500.0,0.0,0.0,1
Flash,Vortex,Jawa Barat,"Bogor, Kab.",12.0,17500.0,0.0,0.0,1
Flash,Vortex,Jawa Barat,"Bekasi, Kab.",6.0,22000.0,0.0,0.0,1
Flash,Vortex,Jawa Timur,"Malang, Kota",2.0,20000.0,0.0,0.0,1
Flash,Vortex,Jawa Barat,Bandung Barat,0.1299999952316284,44000.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Selatan,2.0,20000.0,0.0,0.0,1
Flash,Vortex,Sulawesi Selatan,Makassar,1.0,17500.0,0.0,0.0,1
Flash,Vortex,DKI Jakarta,Jakarta Selatan,3.0,23000.0,0.0,0.0,1
Urgent,Vortex,Banten,"Tangerang, Kota",1.0,13000.0,0.0,0.0,1
Flash,Vortex,Jawa Barat,"Bandung, Kota",1.0,11500.0,0.0,0.0,1
Flash,Vortex,Jawa Barat,"Bandung, Kota",2.0,11500.0,0.0,0.0,1
Flash,Vortex,Sulawesi Selatan,Makassar,3.0,33500.0,0.0,0.0,1
Urgent,Vortex,Banten,"Tangerang, Kota",1.0,28000.0,0.0,0.0,1
Flash,Vortex,Banten,"Tangerang, Kota",1.0,34500.0,0.0,0.0,1
Flash,Vortex,Jawa Barat,"Bandung, Kab.",5.0,41500.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Utara,0.1500000059604644,18500.0,0.0,0.0,1
Flash,Vortex,Bali,Badung,1.0,34500.0,0.0,0.0,1
General,Apex,Jawa Barat,"Bekasi, Kab.",1.0,10000.0,0.0,0.0,1
General,Apex,Jawa Barat,Depok,1.0,10000.0,0.0,0.0,1
General,Apex,DKI Jakarta,Jakarta Selatan,1.0,9000.0,2822.0,0.0,1
General,Apex,Sumatera Utara,Simalungun,1.0,59000.0,3263.0,0.0,1
General,Apex,DKI Jakarta,Jakarta Pusat,1.0,9000.0,0.0,0.0,1
General,Apex,Sulawesi Selatan,Makassar,1.0,48000.0,0.0,0.0,1
